input_box_index,gt_box_index,iou
2415,1,0.0
2416,0,0.10882032980967128
2416,1,0.0
2417,0,0.20127180878966566
2417,1,0.0
2418,0,0.09789445718728226
2418,1,0.0
2419,0,0.08772373521944707
2419,1,0.0
2420,0,0.19138182212608135
2420,1,0.0
2421,0,0.08229642073746206
2421,1,0.0
2422,0,0.16890500008602963
2422,1,0.0
2423,0,0.08101318458162189
2423,1,0.0
2424,0,0.0674203209227589
2424,1,0.0
2425,0,0.16548150085748606
2425,1,0.0
2426,0,0.05701181465086302
2426,1,0.0
2427,0,0.13823659850227846
2427,1,0.0
2428,0,0.06464318497405515
2428,1,0.0
2429,0,0.047860983397624526
2429,1,0.0
2430,0,0.14068335075842048
2430,1,0.0
2431,0,0.03288163661868395
2431,1,0.0
2432,0,0.1091363391504124
2432,1,0.0
2433,0,0.04876157791890342
2433,1,0.0
2434,0,0.02900555542856851
2434,1,0.0
2435,0,0.009828589057442676
2435,1,0.0
2436,0,0.08148694651049534
2436,1,0.0
2437,0,0.03334682816219566
2437,1,0.0
2438,0,0.010816709805312833
2438,1,0.0
2439,0,0.0
2439,1,0.0
2440,0,0.055182554765605886
2440,1,0.0
2441,0,0.0
2441,1,0.0
2442,0,0.0
2442,1,0.0
2443,0,0.0
2443,1,0.0
2444,0,0.0
2444,1,0.0
2445,0,0.0
2445,1,0.0
2446,0,0.0
2446,1,0.0
2447,0,0.0
2447,1,0.0
2448,0,0.0
2448,1,0.0
2449,0,0.0
2449,1,0.0
2450,0,0.0
2450,1,0.0
2451,0,0.0
2451,1,0.0
2452,0,0.0
2452,1,0.0
2453,0,0.0
2453,1,0.0
2454,0,0.0
2454,1,0.0
2455,0,0.0
2455,1,0.0
2456,0,0.0
2456,1,0.0
2457,0,0.0
2457,1,0.0
2458,0,0.0
2458,1,0.0
2459,0,0.0
2459,1,0.0
2460,0,0.0
2460,1,0.0
2461,0,0.0
2461,1,0.0
2462,0,0.0
2462,1,0.0
2463,0,0.0
2463,1,0.0
2464,0,0.0
2464,1,0.0
2465,0,0.0
2465,1,0.0
2466,0,0.012762310476446529
2466,1,0.0
2467,0,0.0
2467,1,0.0
2468,0,0.0
2468,1,0.0
2469,0,0.0
2469,1,0.0
2470,0,0.0
2470,1,0.0
2471,0,0.03420028772961403
2471,1,0.0
2472,0,0.0
2472,1,0.0
2473,0,0.0
2473,1,0.0
2474,0,0.004312563978011328
2474,1,0.0
2475,0,0.10637525564640736
2475,1,0.0
2476,0,0.0
2476,1,0.0
2477,0,0.05656548295434687
2477,1,0.0
2478,0,0.0
2478,1,0.0
2479,0,0.0063215882618066046
2479,1,0.0
2480,0,0.02046067728935404
2480,1,0.0
2481,0,0.12658662833339315
2481,1,0.0
2482,0,0.0
2482,1,0.0
2483,0,0.07991938070807013
2483,1,0.0
2484,0,0.0
2484,1,0.0
2485,0,0.030218710332029636
2485,1,0.0
2486,0,0.03713656017050883
2486,1,0.0
2487,0,0.14755018877454953
2487,1,0.0
2488,0,0.012638887334685905
2488,1,0.0
2489,0,0.10432902454149973
2489,1,0.0
2490,0,0.0
2490,1,0.0
2491,0,0.05527841021437278
2491,1,0.0
2492,0,0.054366516138674145
2492,1,0.0
2493,0,0.16930872334230015
2493,1,0.0
2494,0,0.03386260777679669
2494,1,0.0
2495,0,0.12986765978307896
2495,1,0.0
2496,0,0.011175971311855052
2496,1,0.0
2497,0,0.08158764087078153
2497,1,0.0
2498,0,0.07217862616181217
2498,1,0.0
2499,0,0.19190832619256448
2499,1,0.0
2500,0,0.055995021820633824
2500,1,0.0
2501,0,0.15661546762476952
2501,1,0.0
2502,0,0.03727955517381696
2502,1,0.0
2503,0,0.10924224830131189
2503,1,0.0
2504,0,0.09060290137686777
2504,1,0.0
2505,0,0.21539872521748646
2505,1,0.0
2506,0,0.07909576468265216
2506,1,0.0
2507,0,0.1846604060059511
2507,1,0.0
2508,0,0.17698041165680972
2508,1,0.0
2509,0,0.06476658475838704
2509,1,0.0
2510,0,0.13834813828561202
2510,1,0.0
2511,0,0.10967145182911718
2511,1,0.0
2512,0,0.2398336473167636
2512,1,0.0
2513,0,0.10322980656016147
2513,1,0.0
2514,0,0.2140991758729352
2514,1,0.0
2515,0,0.19047264720043347
2515,1,0.0
2516,0,0.0937500342039422
2516,1,0.0
2517,0,0.16902263176197152
2517,1,0.0
2518,0,0.12941867322838055
2518,1,0.0
2519,0,0.2652712286344561
2519,1,0.0
2520,0,0.12846806286508455
2520,1,0.0
2521,0,0.24503833517891527
2521,1,0.0
2522,0,0.20427780456604389
2522,1,0.0
2523,0,0.12435552269053532
2523,1,0.0
2524,0,0.20139604541114645
2524,1,0.0
2525,0,0.14988145400710226
2525,1,0.0
2526,0,0.29177447635442233
2526,1,0.0
2527,0,0.15488809017955252
2527,1,0.0
2528,0,0.2775955876678247
2528,1,0.0
2529,0,0.2184068977445083
2529,1,0.0
2530,0,0.15672313454836007
2530,1,0.0
2531,0,0.23561354234406423
2531,1,0.0
2532,0,0.17109940530261178
2532,1,0.0
2533,0,0.31941178977600165
2533,1,0.0
2534,0,0.18257488231874697
2534,1,0.0
2535,0,0.31190127929489364
2535,1,0.0
2536,0,0.23287146374605042
2536,1,0.0
2537,0,0.16385137563931368
2537,1,0.0
2538,0,0.27183730832276043
2538,1,0.0
2539,0,0.19311511688025496
2539,1,0.0
2540,0,0.34825754974208495
2540,1,0.0
2541,0,0.19357208457899858
2541,1,0.0
2542,0,0.34810014238866444
2542,1,0.0
2543,0,0.2476835940188979
2543,1,0.0
2544,0,0.16385137563931368
2544,1,0.0
2545,0,0.31024912233644275
2545,1,0.0
2546,0,0.2159744424764711
2546,1,0.0
2547,0,0.37839278711389773
2547,1,0.0
2548,0,0.19357208457899858
2548,1,0.0
2549,0,0.38635333676321093
2549,1,0.0
2550,0,0.26285596816031653
2550,1,0.0
2551,0,0.16385137563931368
2551,1,0.0
2552,0,0.35105340750080166
2552,1,0.0
2553,0,0.21693461028251387
2553,1,0.0
2554,0,0.4099059429427957
2554,1,0.0
2555,0,0.2881052417704411
2555,1,0.0
2556,0,0.19357208457899858
2556,1,0.0
2557,0,0.4268408484861704
2557,1,0.0
2558,0,0.2784018901175678
2558,1,0.0
2559,0,0.16385137563931368
2559,1,0.0
2560,0,0.3527883319902811
2560,1,0.0
2561,0,0.21693461028251387
2561,1,0.0
2562,0,0.4428937353572199
2562,1,0.0
2563,0,0.2881052417704411
2563,1,0.0
2564,0,0.19357208457899858
2564,1,0.0
2565,0,0.4697643216177907
2565,1,0.0
2566,0,0.288105241770441
2566,1,0.0
2567,0,0.16385137563931368
2567,1,0.0
2568,0,0.3527883319902811
2568,1,0.0
2569,0,0.21693461028251387
2569,1,0.0
2570,0,0.47746215106135753
2570,1,0.0
2571,0,0.2881052417704411
2571,1,0.0
2572,0,0.19357208457899858
2572,1,0.0
2573,0,0.48695599933277356
2573,1,0.0
2574,0,0.288105241770441
2574,1,0.0
2575,0,0.16385137563931368
2575,1,0.0
2576,0,0.3527883319902811
2576,1,0.0
2577,0,0.21693461028251393
2577,1,0.0
2578,0,0.5137275828563347
2578,1,0.0
2579,0,0.2881052417704411
2579,1,0.0
2580,0,0.19357208457899858
2580,1,0.0
2581,0,0.48695599933277356
2581,1,0.0
2582,0,0.288105241770441
2582,1,0.0
2583,0,0.16385137563931368
2583,1,0.0
2584,0,0.35278833199028126
2584,1,0.0
2585,0,0.21693461028251393
2585,1,0.0
2586,0,0.5518181389049192
2586,1,0.0
2587,0,0.19357208457899858
2587,1,0.0
2588,0,0.48695599933277356
2588,1,0.0
2589,0,0.288105241770441
2589,1,0.0
2590,0,0.16385137563931368
2590,1,0.0
2591,0,0.35278833199028126
2591,1,0.0
2592,0,0.21693461028251393
2592,1,0.0
2593,0,0.5795630945613245
2593,1,0.0
2594,0,0.19357208457899858
2594,1,0.0
2595,0,0.48695599933277356
2595,1,0.0
2596,0,0.288105241770441
2596,1,0.0
2597,0,0.16385137563931368
2597,1,0.0
2598,0,0.35278833199028126
2598,1,0.0
2599,0,0.21693461028251393
2599,1,0.0
2600,0,0.5516723204907432
2600,1,0.0
2601,0,0.19357208457899858
2601,1,0.0
2602,0,0.48695599933277356
2602,1,0.0
2603,0,0.288105241770441
2603,1,0.0
2604,0,0.16385137563931368
2604,1,0.0
2605,0,0.35278833199028126
2605,1,0.0
2606,0,0.21693461028251393
2606,1,0.0
2607,0,0.5135888347150498
2607,1,0.0
2608,0,0.19357208457899858
2608,1,0.0
2609,0,0.48695599933277356
2609,1,0.0
2610,0,0.288105241770441
2610,1,0.0
2611,0,0.16385137563931368
2611,1,0.0
2612,0,0.35278833199028126
2612,1,0.0
2613,0,0.21693461028251393
2613,1,0.0
2614,0,0.47732997116512266
2614,1,0.0
2615,0,0.19357208457899858
2615,1,0.0
2616,0,0.48695599933277356
2616,1,0.0
2617,0,0.288105241770441
2617,1,0.0
2618,0,0.16385137563931368
2618,1,0.0
2619,0,0.35278833199028126
2619,1,0.0
2620,0,0.21693461028251393
2620,1,0.0
2621,0,0.4427676681061444
2621,1,0.0
2622,0,0.19357208457899858
2622,1,0.0
2623,0,0.4695992163222594
2623,1,0.0
2624,0,0.288105241770441
2624,1,0.0
2625,0,0.16385137563931368
2625,1,0.0
2626,0,0.35278833199028126
2626,1,0.0
2627,0,0.21693461028251393
2627,1,0.0
2628,0,0.4097855739193277
2628,1,0.0
2629,0,0.19357208457899858
2629,1,0.0
2630,0,0.4266852454401041
2630,1,0.0
2631,0,0.2783431204991956
2631,1,0.0
2632,0,0.16385137563931368
2632,1,0.0
2633,0,0.35278833199028126
2633,1,0.0
2634,0,0.21588744288597891
2634,1,0.0
2635,0,0.378277738532672
2635,1,0.0
2636,0,0.19357208457899858
2636,1,0.0
2637,0,0.38620643864439
2637,1,0.0
2638,0,0.16385137563931368
2638,1,0.0
2639,0,0.3508962928529735
2639,1,0.0
2640,0,0.1930313574730202
2640,1,0.0
2641,0,0.34814747648999034
2641,1,0.0
2642,0,0.19357208457899858
2642,1,0.0
2643,0,0.3479612386455543
2643,1,0.0
2644,0,0.16385137563931368
2644,1,0.0
2645,0,0.3101013541571454
2645,1,0.0
2646,0,0.17101870837834734
2646,1,0.0
2647,0,0.3193063759550391
2647,1,0.0
2648,0,0.1824690141803269
2648,1,0.0
2649,0,0.31176973465614455
2649,1,0.0
2650,0,0.16385137563931368
2650,1,0.0
2651,0,0.2716980767515077
2651,1,0.0
2652,0,0.1498036546259765
2652,1,0.0
2653,0,0.2916734322544231
2653,1,0.0
2654,0,0.1547871210316144
2654,1,0.0
2655,0,0.27747083243049964
2655,1,0.0
2656,0,0.15659878835262103
2656,1,0.0
2657,0,0.23548212845246003
2657,1,0.0
2658,0,0.1293436180858538
2658,1,0.0
2659,0,0.26517428807457044
2659,1,0.0
2660,0,0.12837166036443107
2660,1,0.0
2661,0,0.24491985696230384
2661,1,0.0
2662,0,0.12423803772846166
2662,1,0.0
2663,0,0.20127180878966566
2663,1,0.0
2664,0,0.10959899824776691
2664,1,0.0
2665,0,0.1031376677588159
2665,1,0.0
2666,0,0.21398651258626622
2666,1,0.0
2667,0,0.0936388578670219
2667,1,0.0
2668,0,0.16890500008602963
2668,1,0.0
2669,0,0.09053291640125305
2669,1,0.0
2670,0,0.07900761284834097
2670,1,0.0
2671,0,0.18455313982652863
2671,1,0.0
2672,0,0.06466122222658807
2672,1,0.0
2673,0,0.13823659850227846
2673,1,0.0
2674,0,0.07211098574429776
2674,1,0.0
2675,0,0.055910603661208105
2675,1,0.0
2676,0,0.15651321982112365
2676,1,0.0
2677,0,0.037179562054475056
2677,1,0.0
2678,0,0.1091363391504124
2678,1,0.0
2679,0,0.054301104405725324
2679,1,0.0
2680,0,0.03378169100996534
2680,1,0.0
2681,0,0.011080947375744271
2681,1,0.0
2682,0,0.08148694651049534
2682,1,0.0
2683,0,0.037073268760328716
2683,1,0.0
2684,0,0.012561258553959499
2684,1,0.0
2685,0,0.0
2685,1,0.0
2686,0,0.055182554765605886
2686,1,0.0
2687,0,0.0
2687,1,0.0
2688,0,0.0
2688,1,0.0
2689,0,0.0
2689,1,0.0
2690,0,0.0
2690,1,0.0
2691,0,0.0
2691,1,0.0
2692,0,0.0
2692,1,0.0
2693,0,0.0
2693,1,0.0
2694,0,0.0
2694,1,0.0
2695,0,0.0
2695,1,0.0
2696,0,0.0
2696,1,0.0
2697,0,0.0
2697,1,0.0
2698,0,0.0
2698,1,0.0
2699,0,0.0
2699,1,0.0
2700,0,0.0
2700,1,0.0
2701,0,0.0
2701,1,0.0
2702,0,0.0
2702,1,0.0
2703,0,0.0
2703,1,0.0
2704,0,0.0
2704,1,0.0
2705,0,0.0
2705,1,0.0
2706,0,0.0
2706,1,0.0
2707,0,0.0
2707,1,0.0
2708,0,0.0
2708,1,0.0
2709,0,0.0
2709,1,0.0
2710,0,0.0
2710,1,0.0
2711,0,0.0
2711,1,0.0
2712,0,0.013909644186216947
2712,1,0.0
2713,0,0.0
2713,1,0.0
2714,0,0.0
2714,1,0.0
2715,0,0.0
2715,1,0.0
2716,0,0.0
2716,1,0.0
2717,0,0.037345967989653665
2717,1,0.0
2718,0,0.0
2718,1,0.0
2719,0,0.0
2719,1,0.0
2720,0,0.004312563978011328
2720,1,0.0
2721,0,0.11970582208793162
2721,1,0.0
2722,0,0.0
2722,1,0.0
2723,0,0.06189138027052108
2723,1,0.0
2724,0,0.0
2724,1,0.0
2725,0,0.0063215882618066046
2725,1,0.0
2726,0,0.02046067728935404
2726,1,0.0
2727,0,0.14277686974706252
2727,1,0.0
2728,0,0.0
2728,1,0.0
2729,0,0.087626517933433
2729,1,0.0
2730,0,0.0
2730,1,0.0
2731,0,0.030218710332029636
2731,1,0.0
2732,0,0.03713656017050883
2732,1,0.0
2733,0,0.16681865671248094
2733,1,0.0
2734,0,0.013909806674414686
2734,1,0.0
2735,0,0.11464002903713465
2735,1,0.0
2736,0,0.0
2736,1,0.0
2737,0,0.05527841021437278
2737,1,0.0
2738,0,0.054366516138674145
2738,1,0.0
2739,0,0.19189376698989094
2739,1,0.0
2740,0,0.03734641433808011
2740,1,0.0
2741,0,0.14302959300356904
2741,1,0.0
2742,0,0.012442338435309765
2742,1,0.0
2743,0,0.08158764087078153
2743,1,0.0
2744,0,0.07217862616181217
2744,1,0.0
2745,0,0.21807028249509922
2745,1,0.0
2746,0,0.061892137481758876
2746,1,0.0
2747,0,0.17290310080822643
2747,1,0.0
2748,0,0.041625521776879934
2748,1,0.0
2749,0,0.10924224830131189
2749,1,0.0
2750,0,0.09060290137686777
2750,1,0.0
2751,0,0.24542240033976287
2751,1,0.0
2752,0,0.08762761598379074
2752,1,0.0
2753,0,0.20438002520543733
2753,1,0.0
2754,0,0.17698041165680972
2754,1,0.0
2755,0,0.07254102194567864
2755,1,0.0
2756,0,0.13834813828561202
2756,1,0.0
2757,0,0.10967145182911718
2757,1,0.0
2758,0,0.27403113519556954
2758,1,0.0
2759,0,0.11464150127496722
2759,1,0.0
2760,0,0.23759301767254848
2760,1,0.0
2761,0,0.19047264720043347
2761,1,0.0
2762,0,0.10534780275927857
2762,1,0.0
2763,0,0.16902263176197152
2763,1,0.0
2764,0,0.12941867322838055
2764,1,0.0
2765,0,0.30398512073891565
2765,1,0.0
2766,0,0.14303147661175963
2766,1,0.0
2767,0,0.27268977707944647
2767,1,0.0
2768,0,0.20427780456604389
2768,1,0.0
2769,0,0.14022489120491283
2769,1,0.0
2770,0,0.20139604541114645
2770,1,0.0
2771,0,0.14988145400710226
2771,1,0.0
2772,0,0.33538152687519973
2772,1,0.0
2773,0,0.17290543734305366
2773,1,0.0
2774,0,0.30983524559857456
2774,1,0.0
2775,0,0.2184068977445083
2775,1,0.0
2776,0,0.17737464583782253
2776,1,0.0
2777,0,0.23561354234406423
2777,1,0.0
2778,0,0.17109940530261178
2778,1,0.0
2779,0,0.3683271127377591
2779,1,0.0
2780,0,0.20438286122676422
2780,1,0.0
2781,0,0.3492142007226683
2781,1,0.0
2782,0,0.23287146374605042
2782,1,0.0
2783,0,0.18559288683867312
2783,1,0.0
2784,0,0.27183730832276043
2784,1,0.0
2785,0,0.19311511688025496
2785,1,0.0
2786,0,0.4029394395027282
2786,1,0.0
2787,0,0.21693461028251385
2787,1,0.0
2788,0,0.3910343293342596
2788,1,0.0
2789,0,0.2476835940188979
2789,1,0.0
2790,0,0.18559288683867312
2790,1,0.0
2791,0,0.31024912233644275
2791,1,0.0
2792,0,0.2159744424764711
2792,1,0.0
2793,0,0.4393482720524199
2793,1,0.0
2794,0,0.21693461028251385
2794,1,0.0
2795,0,0.4355298917640049
2795,1,0.0
2796,0,0.26285596816031653
2796,1,0.0
2797,0,0.18559288683867312
2797,1,0.0
2798,0,0.35105340750080166
2798,1,0.0
2799,0,0.21693461028251387
2799,1,0.0
2800,0,0.47769720470801
2800,1,0.0
2801,0,0.2881052417704411
2801,1,0.0
2802,0,0.21693461028251385
2802,1,0.0
2803,0,0.4829661123086157
2803,1,0.0
2804,0,0.2784018901175678
2804,1,0.0
2805,0,0.18559288683867312
2805,1,0.0
2806,0,0.3527883319902811
2806,1,0.0
2807,0,0.21693461028251387
2807,1,0.0
2808,0,0.5181455539649756
2808,1,0.0
2809,0,0.2881052417704411
2809,1,0.0
2810,0,0.21693461028251385
2810,1,0.0
2811,0,0.5336444699887992
2811,1,0.0
2812,0,0.288105241770441
2812,1,0.0
2813,0,0.18559288683867312
2813,1,0.0
2814,0,0.3527883319902811
2814,1,0.0
2815,0,0.21693461028251387
2815,1,0.0
2816,0,0.560870570830906
2816,1,0.0
2817,0,0.2881052417704411
2817,1,0.0
2818,0,0.21693461028251385
2818,1,0.0
2819,0,0.5540552014536452
2819,1,0.0
2820,0,0.288105241770441
2820,1,0.0
2821,0,0.18559288683867312
2821,1,0.0
2822,0,0.3527883319902811
2822,1,0.0
2823,0,0.21693461028251393
2823,1,0.0
2824,0,0.6060700375506837
2824,1,0.0
2825,0,0.2881052417704411
2825,1,0.0
2826,0,0.21693461028251385
2826,1,0.0
2827,0,0.5540552014536452
2827,1,0.0
2828,0,0.288105241770441
2828,1,0.0
2829,0,0.18559288683867312
2829,1,0.0
2830,0,0.35278833199028126
2830,1,0.0
2831,0,0.21693461028251393
2831,1,0.0
2832,0,0.6539653289598822
2832,1,0.0
2833,0,0.21693461028251385
2833,1,0.0
2834,0,0.5540552014536452
2834,1,0.0
2835,0,0.288105241770441
2835,1,0.0
2836,0,0.18559288683867312
2836,1,0.0
2837,0,0.35278833199028126
2837,1,0.0
2838,0,0.21693461028251393
2838,1,0.0
2839,0,0.6891268847635889
2839,1,0.0
2840,0,0.21693461028251385
2840,1,0.0
2841,0,0.5540552014536452
2841,1,0.0
2842,0,0.288105241770441
2842,1,0.0
2843,0,0.18559288683867312
2843,1,0.0
2844,0,0.35278833199028126
2844,1,0.0
2845,0,0.21693461028251393
2845,1,0.0
2846,0,0.6537811461279653
2846,1,0.0
2847,0,0.21693461028251385
2847,1,0.0
2848,0,0.5540552014536452
2848,1,0.0
2849,0,0.288105241770441
2849,1,0.0
2850,0,0.18559288683867312
2850,1,0.0
2851,0,0.35278833199028126
2851,1,0.0
2852,0,0.21693461028251393
2852,1,0.0
2853,0,0.6058963667910411
2853,1,0.0
2854,0,0.21693461028251385
2854,1,0.0
2855,0,0.5540552014536452
2855,1,0.0
2856,0,0.288105241770441
2856,1,0.0
2857,0,0.18559288683867312
2857,1,0.0
2858,0,0.35278833199028126
2858,1,0.0
2859,0,0.21693461028251393
2859,1,0.0
2860,0,0.5607065372181481
2860,1,0.0
2861,0,0.21693461028251385
2861,1,0.0
2862,0,0.5540552014536452
2862,1,0.0
2863,0,0.288105241770441
2863,1,0.0
2864,0,0.18559288683867312
2864,1,0.0
2865,0,0.35278833199028126
2865,1,0.0
2866,0,0.21693461028251393
2866,1,0.0
2867,0,0.5179903770409832
2867,1,0.0
2868,0,0.21693461028251385
2868,1,0.0
2869,0,0.5334487643472261
2869,1,0.0
2870,0,0.288105241770441
2870,1,0.0
2871,0,0.18559288683867312
2871,1,0.0
2872,0,0.35278833199028126
2872,1,0.0
2873,0,0.21693461028251393
2873,1,0.0
2874,0,0.47755018606800276
2874,1,0.0
2875,0,0.21693461028251385
2875,1,0.0
2876,0,0.48278312614821833
2876,1,0.0
2877,0,0.2783431204991956
2877,1,0.0
2878,0,0.18559288683867312
2878,1,0.0
2879,0,0.35278833199028126
2879,1,0.0
2880,0,0.21588744288597891
2880,1,0.0
2881,0,0.4392087848383669
2881,1,0.0
2882,0,0.21693461028251385
2882,1,0.0
2883,0,0.4353584241972324
2883,1,0.0
2884,0,0.18559288683867312
2884,1,0.0
2885,0,0.3508962928529735
2885,1,0.0
2886,0,0.1930313574730202
2886,1,0.0
2887,0,0.40280691947075475
2887,1,0.0
2888,0,0.21693461028251385
2888,1,0.0
2889,0,0.39087332602272645
2889,1,0.0
2890,0,0.18559288683867312
2890,1,0.0
2891,0,0.3101013541571454
2891,1,0.0
2892,0,0.17101870837834734
2892,1,0.0
2893,0,0.3682010506311654
2893,1,0.0
2894,0,0.20426216324889426
2894,1,0.0
2895,0,0.34906273218557615
2895,1,0.0
2896,0,0.18559288683867312
2896,1,0.0
2897,0,0.2716980767515077
2897,1,0.0
2898,0,0.1498036546259765
2898,1,0.0
2899,0,0.33526146188575934
2899,1,0.0
2900,0,0.1727909656786707
2900,1,0.0
2901,0,0.3096924892629334
2901,1,0.0
2902,0,0.1772314039483915
2902,1,0.0
2903,0,0.23548212845246003
2903,1,0.0
2904,0,0.1293436180858538
2904,1,0.0
2905,0,0.30387063487950194
2905,1,0.0
2906,0,0.14292276161482545
2906,1,0.0
2907,0,0.27255500234015023
2907,1,0.0
2908,0,0.1400905456243329
2908,1,0.0
2909,0,0.20127180878966566
2909,1,0.0
2910,0,0.10959899824776691
2910,1,0.0
2911,0,0.11453811937205789
2911,1,0.0
2912,0,0.23746557338953345
2912,1,0.0
2913,0,0.10522154972649014
2913,1,0.0
2914,0,0.16890500008602963
2914,1,0.0
2915,0,0.09053291640125305
2915,1,0.0
2916,0,0.08752918415990664
2916,1,0.0
2917,0,0.20425932918641718
2917,1,0.0
2918,0,0.07242215168620195
2918,1,0.0
2919,0,0.13823659850227846
2919,1,0.0
2920,0,0.07211098574429776
2920,1,0.0
2921,0,0.06179830853954311
2921,1,0.0
2922,0,0.17278863091862515
2922,1,0.0
2923,0,0.041513405156180544
2923,1,0.0
2924,0,0.1091363391504124
2924,1,0.0
2925,0,0.054301104405725324
2925,1,0.0
2926,0,0.03725687280678552
2926,1,0.0
2927,0,0.012336415823572255
2927,1,0.0
2928,0,0.08148694651049534
2928,1,0.0
2929,0,0.037073268760328716
2929,1,0.0
2930,0,0.013824265267050582
2930,1,0.0
2931,0,0.0
2931,1,0.0
2932,0,0.055182554765605886
2932,1,0.0
2933,0,0.0
2933,1,0.0
2934,0,0.0
2934,1,0.0
2935,0,0.0
2935,1,0.0
2936,0,0.0
2936,1,0.0
2937,0,0.0
2937,1,0.0
2938,0,0.0
2938,1,0.0
2939,0,0.0
2939,1,0.0
2940,0,0.0
2940,1,0.0
2941,0,0.0
2941,1,0.0
2942,0,0.0
2942,1,0.0
2943,0,0.0
2943,1,0.0
2944,0,0.0
2944,1,0.0
2945,0,0.0
2945,1,0.0
2946,0,0.0
2946,1,0.0
2947,0,0.0
2947,1,0.0
2948,0,0.0
2948,1,0.0
2949,0,0.0
2949,1,0.0
2950,0,0.0
2950,1,0.0
2951,0,0.0
2951,1,0.0
2952,0,0.0
2952,1,0.0
2953,0,0.0
2953,1,0.0
2954,0,0.0
2954,1,0.0
2955,0,0.0
2955,1,0.0
2956,0,0.0
2956,1,0.0
2957,0,0.0
2957,1,0.0
2958,0,0.014395839396400354
2958,1,0.0
2959,0,0.0
2959,1,0.0
2960,0,0.0
2960,1,0.0
2961,0,0.0
2961,1,0.0
2962,0,0.0
2962,1,0.0
2963,0,0.03868260590275104
2963,1,0.0
2964,0,0.0
2964,1,0.0
2965,0,0.0
2965,1,0.0
2966,0,0.00431256397801133
2966,1,0.0
2967,0,0.13336154266708067
2967,1,0.0
2968,0,0.0
2968,1,0.0
2969,0,0.06416085129457903
2969,1,0.0
2970,0,0.0
2970,1,0.0
2971,0,0.0063215882618066046
2971,1,0.0
2972,0,0.020460677289354048
2972,1,0.0
2973,0,0.15943923790775782
2973,1,0.0
2974,0,0.0
2974,1,0.0
2975,0,0.09092045909175409
2975,1,0.0
2976,0,0.0
2976,1,0.0
2977,0,0.030218710332029636
2977,1,0.0
2978,0,0.03713656017050884
2978,1,0.0
2979,0,0.18674524726255526
2979,1,0.0
2980,0,0.013909806674414686
2980,1,0.0
2981,0,0.11906058694121771
2981,1,0.0
2982,0,0.0
2982,1,0.0
2983,0,0.05527841021437278
2983,1,0.0
2984,0,0.054366516138674166
2984,1,0.0
2985,0,0.21536844814230657
2985,1,0.0
2986,0,0.03734641433808011
2986,1,0.0
2987,0,0.14869089441125924
2987,1,0.0
2988,0,0.01371188145824046
2988,1,0.0
2989,0,0.08158764087078153
2989,1,0.0
2990,0,0.07217862616181218
2990,1,0.0
2991,0,0.24540650444452652
2991,1,0.0
2992,0,0.061892137481758876
2992,1,0.0
2993,0,0.17993297114696757
2993,1,0.0
2994,0,0.04600805883505042
2994,1,0.0
2995,0,0.10924224830131189
2995,1,0.0
2996,0,0.0906029013768678
2996,1,0.0
2997,0,0.2769669798674013
2997,1,0.0
2998,0,0.08762761598379074
2998,1,0.0
2999,0,0.21292200459929803
2999,1,0.0
3000,0,0.17698041165680972
3000,1,0.0
3001,0,0.0804298249278686
3001,1,0.0
3002,0,0.13834813828561202
3002,1,0.0
3003,0,0.10967145182911724
3003,1,0.0
3004,0,0.3101686249033953
3004,1,0.0
3005,0,0.11464150127496722
3005,1,0.0
3006,0,0.24780873556299318
3006,1,0.0
3007,0,0.19047264720043347
3007,1,0.0
3008,0,0.11719416523200145
3008,1,0.0
3009,0,0.16902263176197152
3009,1,0.0
3010,0,0.12941867322838058
3010,1,0.0
3011,0,0.34514286996646054
3011,1,0.0
3012,0,0.14303147661175963
3012,1,0.0
3013,0,0.2847617611862313
3013,1,0.0
3014,0,0.20427780456604389
3014,1,0.0
3015,0,0.15654863951663164
3015,1,0.0
3016,0,0.20139604541114645
3016,1,0.0
3017,0,0.14988145400710232
3017,1,0.0
3018,0,0.3820355642276541
3018,1,0.0
3019,0,0.17290543734305366
3019,1,0.0
3020,0,0.3239702596812613
3020,1,0.0
3021,0,0.2184068977445083
3021,1,0.0
3022,0,0.1987769635197823
3022,1,0.0
3023,0,0.23561354234406423
3023,1,0.0
3024,0,0.1710994053026118
3024,1,0.0
3025,0,0.4210090086620571
3025,1,0.0
3026,0,0.20438286122676422
3026,1,0.0
3027,0,0.3656472296584553
3027,1,0.0
3028,0,0.23287146374605042
3028,1,0.0
3029,0,0.208162152571899
3029,1,0.0
3030,0,0.27183730832276043
3030,1,0.0
3031,0,0.19311511688025507
3031,1,0.0
3032,0,0.46224434306967344
3032,1,0.0
3033,0,0.21693461028251385
3033,1,0.0
3034,0,0.41003336116745576
3034,1,0.0
3035,0,0.2476835940188979
3035,1,0.0
3036,0,0.208162152571899
3036,1,0.0
3037,0,0.31024912233644275
3037,1,0.0
3038,0,0.2159744424764712
3038,1,0.0
3039,0,0.5059443611213326
3039,1,0.0
3040,0,0.21693461028251385
3040,1,0.0
3041,0,0.4574016869953439
3041,1,0.0
3042,0,0.26285596816031653
3042,1,0.0
3043,0,0.208162152571899
3043,1,0.0
3044,0,0.35105340750080166
3044,1,0.0
3045,0,0.21693461028251393
3045,1,0.0
3046,0,0.5523368457304834
3046,1,0.0
3047,0,0.2881052417704411
3047,1,0.0
3048,0,0.21693461028251385
